case_id,start_date,end_date,sample_type,over_18,consent_q,us_voter,parents_ideology,pol_vio_scenarios_1,pol_vio_scenarios_2,pol_vio_scenarios_3,pol_vio_scenarios_4,pol_vio_scenarios_5,pol_vio_scenarios_6,pol_vio_scenarios_7,pol_vio_scenarios_8,pol_vio_scenarios_9,pol_vio_scenarios_do_1,pol_vio_scenarios_do_2,pol_vio_scenarios_do_3,pol_vio_scenarios_do_4,pol_vio_scenarios_do_5,pol_vio_scenarios_do_6,pol_vio_scenarios_do_7,pol_vio_scenarios_do_8,pol_vio_scenarios_do_9,pres_immunity,pres_immunity_do_1,pres_immunity_do_2,pres_immunity_do_3,pres_battery_1,pres_battery_2,pres_battery_3,pres_battery_4,pres_battery_5,pres_battery_6,pres_battery_7,pres_battery_do_1,pres_battery_do_2,pres_battery_do_3,pres_battery_do_4,pres_battery_do_5,pres_battery_do_6,pres_battery_do_7,pres_battery_ado_1,pres_battery_ado_2,pres_battery_ado_3,pres_battery_ado_4,pres_battery_ado_5,ordinary_influence,ordinary_influence_do_1,ordinary_influence_do_2,ordinary_influence_do_3,ordinary_influence_do_4,feeling_of_safety_1,feeling_of_safety_2,feeling_of_safety_do_1,feeling_of_safety_do_2,feeling_of_safety_ado_1,feeling_of_safety_ado_2,feeling_of_safety_ado_3,feeling_of_safety_ado_4,feeling_of_safety_ado_5,stigma_a,stigma_a_do_1,stigma_a_do_2,stigma_a_do_3,stigma_b,stigma_b_do_1,stigma_b_do_2,stigma_b_do_3,stigma_c,stigma_c_do_1,stigma_c_do_2,stigma_c_do_3,burden_a,burden_a_do_1,burden_a_do_2,burden_a_do_3,burden_b,burden_b_do_1,burden_b_do_2,burden_b_do_3,burden_c,burden_c_do_1,burden_c_do_2,burden_c_do_3,ice_budget,ice_budget_do_1,ice_budget_do_8,ice_budget_do_9,ice_budget_do_10,ice_budget_do_11,donor_a_1,donor_a_2,donor_a_3,donor_a_do_1,donor_a_do_2,donor_a_do_3,donor_a_ado_1,donor_a_ado_2,donor_a_ado_3,donor_a_ado_4,donor_a_ado_5,donor_b_1,donor_b_2,donor_b_3,donor_b_do_1,donor_b_do_2,donor_b_do_3,donor_b_ado_1,donor_b_ado_2,donor_b_ado_3,donor_b_ado_4,donor_b_ado_5,attention_check,attention_check_do_1,attention_check_do_2,attention_check_do_3,attention_check_do_4,hersh_battery_1,hersh_battery_2,hersh_battery_3,hersh_battery_do_1,hersh_battery_do_2,hersh_battery_do_3,hersh_battery_ado_1,hersh_battery_ado_2,hersh_battery_ado_3,hersh_battery_ado_4,hersh_battery_ado_5,as_statements_1,as_statements_2,as_statements_3,as_statements_4,as_statements_5,as_statements_6,as_statements_do_1,as_statements_do_2,as_statements_do_3,as_statements_do_4,as_statements_do_5,as_statements_do_6,as_statements_ado_1,as_statements_ado_2,as_statements_ado_3,as_statements_ado_4,as_statements_ado_5,israel_views_1,israel_views_2,israel_views_3,israel_views_4,israel_views_5,israel_views_6,israel_views_do_1,israel_views_do_2,israel_views_do_3,israel_views_do_4,israel_views_do_5,israel_views_do_6,israel_views_ado_1,israel_views_ado_2,israel_views_ado_3,israel_views_ado_4,israel_views_ado_5,conflation_a,conflation_a_do_1,conflation_a_do_2,conflation_a_do_3,conflation_a_do_4,conflation_b,conflation_b_do_1,conflation_b_do_2,conflation_b_do_3,conflation_b_do_4,conflation_c,conflation_c_do_1,conflation_c_do_2,conflation_c_do_3,conflation_c_do_4,holocaust_battery_1,holocaust_battery_2,holocaust_battery_3,holocaust_battery_4,holocaust_battery_5,holocaust_battery_do_1,holocaust_battery_do_2,holocaust_battery_do_3,holocaust_battery_do_4,holocaust_battery_do_5,holocaust_battery_ado_1,holocaust_battery_ado_2,holocaust_battery_ado_3,holocaust_battery_ado_4,holocaust_battery_ado_5,race_a,race_a_do_1,race_a_do_2,race_a_do_3,race_a_do_4,race_a_do_5,race_b,race_b_do_1,race_b_do_2,race_b_do_3,race_b_do_4,race_b_do_5,dei,dei_do_1,dei_do_2,dei_do_3,dei_do_4,dei_do_5,ai_familiarity_1,ai_familiarity_2,ai_familiarity_3,ai_familiarity_4,ai_familiarity_5,ai_familiarity_6,ai_familiarity_7,ai_familiarity_8,ai_familiarity_9,ai_familiarity_10,ai_familiarity_do_1,ai_familiarity_do_2,ai_familiarity_do_3,ai_familiarity_do_4,ai_familiarity_do_5,ai_familiarity_do_6,ai_familiarity_do_7,ai_familiarity_do_8,ai_familiarity_do_9,ai_familiarity_do_10,ai_familiarity_ado_1,ai_familiarity_ado_2,ai_familiarity_ado_3,ai_familiarity_ado_4,ai_frequency,ai_frequency_do_1,ai_frequency_do_2,ai_frequency_do_3,ai_frequency_do_4,ai_frequency_do_5,ai_uses_1,ai_uses_2,ai_uses_3,ai_uses_4,ai_uses_5,ai_uses_6,ai_uses_7,ai_uses_do_1,ai_uses_do_2,ai_uses_do_3,ai_uses_do_4,ai_uses_do_5,ai_uses_do_6,ai_uses_do_7,ai_uses_ado_1,ai_uses_ado_2,ai_uses_ado_4,ai_uses_ado_5,ai_uses_ado_7,ai_benefits_wc,ai_harm_wc,ai_ethics_1,ai_ethics_2,ai_ethics_do_1,ai_ethics_do_2,ai_ethics_ado_1,ai_ethics_ado_2,ai_ethics_ado_3,ai_ethics_ado_4,ai_ethics_ado_5,ai_regulation_1,ai_regulation_2,ai_regulation_3,ai_regulation_4,ai_regulation_5,ai_regulation_6,ai_regulation_do_1,ai_regulation_do_2,ai_regulation_do_3,ai_regulation_do_4,ai_regulation_do_5,ai_regulation_do_6,ai_situations_1,ai_situations_2,ai_situations_3,ai_situations_4,ai_situations_5,ai_situations_6,ai_situations_7,ai_situations_do_1,ai_situations_do_2,ai_situations_do_3,ai_situations_do_4,ai_situations_do_5,ai_situations_do_6,ai_situations_do_7,ai_situations_ado_1,ai_situations_ado_2,ai_situations_ado_3,ai_situations_ado_4,ai_situations_ado_5,ai_risks_md1,ai_risks_md1_do_1,ai_risks_md1_do_2,ai_risks_md1_do_3,ai_risks_md1_do_4,ai_risks_md1_do_5,ai_risks_md1_do_6,ai_risks_md1_do_7,ai_risks_md1_do_9,ai_risks_md1_do_10,ai_risks_md1_do_11,ai_risks_md1_do_12,ai_risks_md1_do_13,ai_risks_md1_do_14,ai_risks_md1_do_15,ai_risks_md1_do_16,ai_risks_md1_do_19,ai_risks_md2,ai_risks_md2_do_1,ai_risks_md2_do_2,ai_risks_md2_do_3,ai_risks_md2_do_4,ai_risks_md2_do_5,ai_risks_md2_do_6,ai_risks_md2_do_7,ai_risks_md2_do_9,ai_risks_md2_do_10,ai_risks_md2_do_11,ai_risks_md2_do_12,ai_risks_md2_do_13,ai_risks_md2_do_14,ai_risks_md2_do_15,ai_risks_md2_do_16,ai_risks_md2_do_19,ai_benefits_md1,ai_benefits_md1_do_1,ai_benefits_md1_do_2,ai_benefits_md1_do_3,ai_benefits_md1_do_4,ai_benefits_md1_do_5,ai_benefits_md1_do_8,ai_benefits_md1_do_9,ai_benefits_md1_do_10,ai_benefits_md1_do_11,ai_benefits_md1_do_12,ai_benefits_md1_do_13,ai_benefits_md1_do_14,ai_benefits_md1_do_16,ai_benefits_md1_do_17,ai_benefits_md1_do_18,ai_benefits_md1_do_19,ai_benefits_md2,ai_benefits_md2_do_1,ai_benefits_md2_do_2,ai_benefits_md2_do_3,ai_benefits_md2_do_4,ai_benefits_md2_do_5,ai_benefits_md2_do_8,ai_benefits_md2_do_9,ai_benefits_md2_do_10,ai_benefits_md2_do_11,ai_benefits_md2_do_12,ai_benefits_md2_do_13,ai_benefits_md2_do_14,ai_benefits_md2_do_16,ai_benefits_md2_do_17,ai_benefits_md2_do_18,ai_benefits_md2_do_19,ai_recognition_1,ai_recognition_2,ai_recognition_3,ai_recognition_4,ai_recognition_do_1,ai_recognition_do_2,ai_recognition_do_3,ai_recognition_do_4,ai_recognition_ado_1,ai_recognition_ado_2,ai_recognition_ado_3,ai_recognition_ado_4,ai_recognition_ado_5,ai_test_1,ai_test_2,ai_test_3,ai_test_4,ai_test_do_1,ai_test_do_2,ai_test_do_3,ai_test_do_4,ai_test_ado_1,ai_test_ado_2,trump_approval,trump_approval_do_1,trump_approval_do_2,trump_approval_do_3,trump_approval_do_4,trump_approval_do_5,generic_ballot,generic_ballot_do_1,generic_ballot_do_2,generic_ballot_do_3,issue_maxdiff1,issue_maxdiff1_do_1,issue_maxdiff1_do_2,issue_maxdiff1_do_3,issue_maxdiff1_do_4,issue_maxdiff1_do_5,issue_maxdiff1_do_6,issue_maxdiff1_do_7,issue_maxdiff1_do_8,issue_maxdiff1_do_9,issue_maxdiff1_do_10,issue_maxdiff1_do_11,issue_maxdiff1_do_12,issue_maxdiff1_do_13,issue_maxdiff1_do_14,issue_maxdiff1_do_15,issue_maxdiff1_do_16,issue_maxdiff1_do_17,issue_maxdiff1_do_18,issue_maxdiff1_do_19,issue_maxdiff1_do_20,issue_maxdiff1_do_21,issue_maxdiff1_do_22,issue_maxdiff1_do_23,issue_maxdiff1_do_24,issue_maxdiff1_do_25,issue_maxdiff1_do_26,issue_maxdiff1_do_27,issue_maxdiff1_do_28,issue_maxdiff1_do_29,issue_maxdiff1_do_30,issue_maxdiff2,issue_maxdiff2_do_1,issue_maxdiff2_do_2,issue_maxdiff2_do_3,issue_maxdiff2_do_4,issue_maxdiff2_do_5,issue_maxdiff2_do_6,issue_maxdiff2_do_7,issue_maxdiff2_do_8,issue_maxdiff2_do_9,issue_maxdiff2_do_10,issue_maxdiff2_do_11,issue_maxdiff2_do_12,issue_maxdiff2_do_13,issue_maxdiff2_do_14,issue_maxdiff2_do_15,issue_maxdiff2_do_16,issue_maxdiff2_do_17,issue_maxdiff2_do_18,issue_maxdiff2_do_19,issue_maxdiff2_do_20,issue_maxdiff2_do_21,issue_maxdiff2_do_22,issue_maxdiff2_do_23,issue_maxdiff2_do_24,issue_maxdiff2_do_25,issue_maxdiff2_do_26,issue_maxdiff2_do_27,issue_maxdiff2_do_28,issue_maxdiff2_do_29,issue_maxdiff2_do_30,issue_maxdiff3,issue_maxdiff3_do_1,issue_maxdiff3_do_2,issue_maxdiff3_do_3,issue_maxdiff3_do_4,issue_maxdiff3_do_5,issue_maxdiff3_do_6,issue_maxdiff3_do_7,issue_maxdiff3_do_8,issue_maxdiff3_do_9,issue_maxdiff3_do_10,issue_maxdiff3_do_11,issue_maxdiff3_do_12,issue_maxdiff3_do_13,issue_maxdiff3_do_14,issue_maxdiff3_do_15,issue_maxdiff3_do_16,issue_maxdiff3_do_17,issue_maxdiff3_do_18,issue_maxdiff3_do_19,issue_maxdiff3_do_20,issue_maxdiff3_do_21,issue_maxdiff3_do_22,issue_maxdiff3_do_23,issue_maxdiff3_do_24,issue_maxdiff3_do_25,issue_maxdiff3_do_26,issue_maxdiff3_do_27,issue_maxdiff3_do_28,issue_maxdiff3_do_29,issue_maxdiff3_do_30,anes_party_id,anes_party_id_do_1,anes_party_id_do_2,anes_party_id_do_3,anes_party_id_do_4,pid_leaners,pid_leaners_do_1,pid_leaners_do_2,pid_leaners_do_3,a2028_dem_primary,a2028_dem_primary_40_text,a2028_dem_primary_do_1,a2028_dem_primary_do_21,a2028_dem_primary_do_22,a2028_dem_primary_do_23,a2028_dem_primary_do_24,a2028_dem_primary_do_25,a2028_dem_primary_do_26,a2028_dem_primary_do_27,a2028_dem_primary_do_28,a2028_dem_primary_do_29,a2028_dem_primary_do_30,a2028_dem_primary_do_31,a2028_dem_primary_do_32,a2028_dem_primary_do_33,a2028_dem_primary_do_34,a2028_dem_primary_do_35,a2028_dem_primary_do_36,a2028_dem_primary_do_37,a2028_dem_primary_do_38,a2028_dem_primary_do_39,a2028_dem_primary_do_40,d_electable_maxdiff,d_electable_maxdiff_do_1,d_electable_maxdiff_do_20,d_electable_maxdiff_do_21,d_electable_maxdiff_do_22,d_electable_maxdiff_do_23,d_electable_maxdiff_do_24,d_electable_maxdiff_do_25,d_electable_maxdiff_do_26,d_electable_maxdiff_do_27,d_electable_maxdiff_do_28,d_electable_maxdiff_do_29,d_electable_maxdiff_do_30,d_electable_maxdiff_do_31,d_electable_maxdiff_do_32,d_electable_maxdiff_do_33,d_electable_maxdiff_do_34,d_electable_maxdiff_do_35,d_electable_maxdiff_do_36,d_electable_maxdiff_do_37,d_electable_maxdiff_do_38,d_base_vs_swing,d_base_vs_swing_do_1,d_base_vs_swing_do_4,d_base_vs_swing_do_5,a2028_gop_primary,a2028_gop_primary_22_text,a2028_gop_primary_do_1,a2028_gop_primary_do_2,a2028_gop_primary_do_3,a2028_gop_primary_do_4,a2028_gop_primary_do_5,a2028_gop_primary_do_6,a2028_gop_primary_do_7,a2028_gop_primary_do_8,a2028_gop_primary_do_9,a2028_gop_primary_do_10,a2028_gop_primary_do_11,a2028_gop_primary_do_12,a2028_gop_primary_do_13,a2028_gop_primary_do_14,a2028_gop_primary_do_15,a2028_gop_primary_do_16,a2028_gop_primary_do_17,a2028_gop_primary_do_18,a2028_gop_primary_do_19,a2028_gop_primary_do_20,a2028_gop_primary_do_21,a2028_gop_primary_do_22,a2028_gop_primary_djt,a2028_gop_primary_djt_22_text,a2028_gop_primary_djt_do_1,a2028_gop_primary_djt_do_2,a2028_gop_primary_djt_do_3,a2028_gop_primary_djt_do_4,a2028_gop_primary_djt_do_5,a2028_gop_primary_djt_do_6,a2028_gop_primary_djt_do_7,a2028_gop_primary_djt_do_8,a2028_gop_primary_djt_do_9,a2028_gop_primary_djt_do_10,a2028_gop_primary_djt_do_11,a2028_gop_primary_djt_do_12,a2028_gop_primary_djt_do_13,a2028_gop_primary_djt_do_14,a2028_gop_primary_djt_do_15,a2028_gop_primary_djt_do_16,a2028_gop_primary_djt_do_17,a2028_gop_primary_djt_do_18,a2028_gop_primary_djt_do_19,a2028_gop_primary_djt_do_20,a2028_gop_primary_djt_do_21,a2028_gop_primary_djt_do_22,r_electable_maxdiff,r_electable_maxdiff_do_1,r_electable_maxdiff_do_2,r_electable_maxdiff_do_3,r_electable_maxdiff_do_4,r_electable_maxdiff_do_5,r_electable_maxdiff_do_6,r_electable_maxdiff_do_7,r_electable_maxdiff_do_8,r_electable_maxdiff_do_9,r_electable_maxdiff_do_10,r_electable_maxdiff_do_11,r_electable_maxdiff_do_12,r_electable_maxdiff_do_13,r_electable_maxdiff_do_14,r_electable_maxdiff_do_15,r_electable_maxdiff_do_16,r_electable_maxdiff_do_17,r_electable_maxdiff_do_18,r_electable_maxdiff_do_19,r_electable_maxdiff_do_20,r_electable_maxdiff_do_21,gop_base_vs_swing,gop_base_vs_swing_do_1,gop_base_vs_swing_do_4,gop_base_vs_swing_do_5,age,gender,gender_do_1,gender_do_2,gender_do_3,ces_race_1,ces_race_2,ces_race_3,ces_race_4,ces_race_5,ces_race_6,ces_race_7,ces_race_8,education,income,sexuality,sexuality_6_text,sexuality_do_1,sexuality_do_2,sexuality_do_4,sexuality_do_5,sexuality_do_6,religion,jewish_id,anes_ideology,a2024_recalled_vote,a2024_recalled_vote_do_1,a2024_recalled_vote_do_2,a2024_recalled_vote_do_3,a2024_recalled_vote_do_4,a2024_recalled_vote_do_5,arg_news_sources_1,arg_news_sources_2,arg_news_sources_3,arg_news_sources_4,arg_news_sources_5,arg_news_sources_6,arg_news_sources_7,arg_news_sources_8,arg_news_sources_9,arg_news_sources_10,arg_news_sources_do_1,arg_news_sources_do_2,arg_news_sources_do_3,arg_news_sources_do_4,arg_news_sources_do_5,arg_news_sources_do_6,arg_news_sources_do_7,arg_news_sources_do_8,arg_news_sources_do_9,arg_news_sources_do_10,need_for_cognition_1,need_for_cognition_2,need_for_cognition_do_1,need_for_cognition_do_2,d_msg_1,r_msg_1,d_msg_2,r_msg_2,d_msg_3,r_msg_3,d_msg_4,r_msg_4,stigma_split_do_stigma_a,stigma_split_do_stigma_b,stigma_split_do_stigma_c,burden_split_do_burden_c,burden_split_do_burden_a,burden_split_do_burden_b,donor_split_do_donor_b,donor_split_do_donor_a,conflation_split_do_conflation_c,conflation_split_do_conflation_a,conflation_split_do_conflation_b,race_split_do_race_a,race_split_do_race_b
R_5AXWaDbBWJzhKsn,2026-03-09T19:39:22Z,2026-03-09T19:44:34Z,18-34 RV oversample,1,2,1,4,0,0,0,1,1,0,0,1,0,8,2,6,3,7,1,4,5,9,2,2,1,3,3,3,3,3,3,3,3,5,2,6,7,4,1,3,5,4,3,2,1,2,4,3,2,1,3,3,1,2,5,4,3,2,1,2,1,2,3,,,,,,,,,,,,,,,,,1,2,1,3,8,4,3,2,1,5,3,3,3,3,1,2,5,4,3,2,1,,,,,,,,,,,,1,3,2,1,4,3,3,3,1,3,2,5,4,3,2,1,3,3,3,3,3,3,2,6,4,1,3,5,5,4,3,2,1,3,3,3,3,3,3,6,2,4,3,5,1,5,4,3,2,1,,,,,,2,1,2,3,4,,,,,,3,3,3,3,3,5,2,3,4,1,5,4,3,2,1,3,5,4,3,2,1,,,,,,,2,3,2,1,4,5,4,4,1,4,1,1,1,1,1,1,2,7,4,8,10,6,5,9,1,3,4,3,2,1,2,5,4,3,2,1,4,1,4,2,7,4,7,6,5,1,2,3,4,7,5,4,3,2,1,I’m not sure,I’m not sure,3,3,2,1,5,4,3,2,1,0,0,0,0,0,1,4,3,2,1,5,6,3,2,2,5,2,5,5,3,6,4,2,5,7,1,4,3,2,1,5,7,,,,1,,,2,,,,,,,,,,2,,1,,,,,,,,,,,,2,,,5,,,,,2,,,,,1,,,,,,,4,,,,1,,,,,,,,,,2,,,2,1,3,5,3,4,2,1,4,3,2,1,5,2,1,2,2,1,3,4,2,2,1,5,4,3,2,1,5,3,2,1,3,28,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,7,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,25,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,3,2,1,3,4,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,2,1,3,0,1,0,0,0,0,0,0,2,1,1,,1,2,3,4,5,12,2,4,1,2,1,3,4,5,0,0,1,0,1,0,0,1,0,1,8,9,10,4,3,7,6,1,2,5,3,3,2,1,40 million low-income individuals and families will lose essential food assistance through drastic cuts to the SNAP program in OBBBA.,"When Americans do their taxes next year, they're going to see that they're saving money, particularly if they are a working family who's in the low to middle income brackets, they're a senior citizen on Social Security, they're a tipped worker — they're going to see savings thanks to OBBBA.","Millions of working Americans rely on SNAP to feed their families. If OBBBA passes, many will go hungry. SNAP isn't a handout — it's a lifeline. Stripping it away will hurt real people.","There are about 4.8 million people on Medicaid right now nationwide who are able-bodied workers, young men, for example, who are not working, who are taking advantage of the system. When you make young men work, it's good for them, it's good for their dignity, it's good for their self worth, and it's good for the community that they live in.","If you are concerned about the existential threat of climate change, this law decimates investments in energy efficiency and sustainable energy like wind and solar and moves us in exactly the wrong direction when it comes to energy.",OBBBA is a win for law and order and the safety and security of the American people: the $165 billion in funding will help the Department of Homeland Security and our brave law enforcement further deliver on President Trump's mandate to arrest and deport criminal illegal aliens.,"With this bill, tens of millions who would otherwise qualify for health care benefits would be mummified in new red tape, shortened enrollment periods, higher premiums and weaker coverage.","OBBBA protects Medicaid for future generations as well as for the seniors, children, individuals with disabilities, and others who rely on the program. The law establishes common sense work requirements in Medicaid for certain able-bodied adults without dependents.",1,,,1,,,,1,,,1,1,
R_5Hh8lxHA9pajFUR,2026-03-09T19:40:46Z,2026-03-09T19:47:32Z,US registered voter,1,2,1,1,0,0,0,0,0,0,0,0,1,6,8,2,4,3,1,7,5,9,3,1,2,3,3,3,3,3,3,3,3,7,1,4,3,6,5,2,1,2,3,4,5,3,1,2,3,4,3,3,1,2,1,2,3,4,5,,,,,3,1,2,3,,,,,,,,,3,1,2,3,,,,,11,1,2,3,4,5,,,,,,,,,,,,3,3,3,1,3,2,1,2,3,4,5,1,2,4,1,3,3,3,3,3,2,1,1,2,3,4,5,3,3,3,3,3,1,3,6,2,4,5,1,1,2,3,4,5,3,3,3,3,3,3,4,5,3,6,1,2,1,2,3,4,5,,,,,,,,,,,4,1,2,3,4,3,3,3,3,3,2,3,5,4,1,1,2,3,4,5,,,,,,,3,1,2,3,4,5,5,1,2,3,4,5,4,4,3,4,1,2,1,1,3,3,6,9,5,10,8,4,3,7,2,1,1,2,3,4,4,1,2,3,4,5,7,7,7,7,7,5,7,3,5,4,1,6,2,7,1,2,3,4,5,The individual,Not sure,3,3,1,2,1,2,3,4,5,0,0,0,0,0,1,1,2,3,4,5,6,5,5,5,5,5,5,5,7,1,4,2,6,3,5,1,2,3,4,5,9,,,,,,,,1,2,,,,,,,,1,2,,,,,,1,,,,,,,,,,3,,,1,,,,,,,2,,,,,,,10,,,,,,,,2,,1,,,,,,,5,2,2,1,1,4,2,3,1,2,3,4,5,2,1,2,2,2,1,4,3,1,2,3,4,3,2,1,5,1,1,2,3,4,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,2,1,2,3,4,,,,,22,,3,8,18,15,5,16,11,9,4,12,17,13,1,6,2,10,20,14,7,19,21,20,,1,,,,,,,,2,,,,,,,,,,,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,2,1,2,3,0,1,0,0,0,0,0,0,6,5,1,,1,3,2,4,5,11,2,2,1,2,1,3,4,5,0,1,0,0,0,0,0,0,0,1,9,10,5,8,4,7,3,1,2,6,3,4,1,2,The fossil fuel industry will make a fortune off the Big Beautiful-for-Billionaires Bill. And American families will have to pay.,"The OBBBA does not cut Medicaid benefits for those who need them, but it does make sure that people who are not eligible for these benefits do not collect them. Since 2019, Medicaid spending has increased 60%. It's unsustainable. If we wanted to ensure that Medicaid exists for current and future generations, Congress had to get to the bottom of this unsustainable growth rate and make some significant changes.","Thanks to OBBBA, jobs that should belong in America will go to China, because China is not cutting back on clean energy. They're going to get way ahead of us on this industry, like they did on electric cars. And Americans will pay the price in high energy costs and fewer jobs.","The One Big Beautiful Bill restores the dignity of work with historically bipartisan work requirements for able-bodied Americans. We are implementing common sense, Clinton-era work, volunteer, education, or training requirements with broad bipartisan support.","The SNAP cuts in OBBBA will make groceries more expensive, shutter local grocery stores, and force kids to go hungry.","The One Big Beautiful Bill restores the dignity of work with historically bipartisan work requirements for able-bodied Americans. We are implementing common sense, Clinton-era work, volunteer, education, or training requirements with broad bipartisan support.","Instead of passing OBBBA, both parties could have worked together to extend middle-class tax cuts without giveaways to corporations and the wealthy, built on the success of $35 insulin and Medicare drug price negotiations to make healthcare more affordable, and reduced the deficit — something both parties agree should be a priority.",OBBBA is a win for law and order and the safety and security of the American people: the $165 billion in funding will help the Department of Homeland Security and our brave law enforcement further deliver on President Trump's mandate to arrest and deport criminal illegal aliens.,,1,,,,1,1,,1,,,,1
R_6026CaS7BkLEGsN,2026-03-09T19:39:09Z,2026-03-09T19:47:38Z,18-34 RV oversample,1,2,1,3,0,0,0,0,1,1,1,1,0,2,1,4,3,8,5,6,7,9,1,2,1,3,5,5,5,5,5,4,4,7,6,3,1,4,5,2,5,4,3,2,1,2,1,2,3,4,5,5,1,2,5,4,3,2,1,,,,,,,,,2,2,1,3,,,,,,,,,2,2,1,3,10,1,2,3,4,5,,,,,,,,,,,,1,3,3,3,1,2,5,4,3,2,1,1,1,2,4,3,3,4,4,2,1,3,5,4,3,2,1,2,2,5,5,5,5,4,3,1,5,6,2,5,4,3,2,1,1,5,5,5,1,1,5,2,4,6,3,1,5,4,3,2,1,,,,,,,,,,,1,1,2,3,4,1,5,5,2,5,3,1,5,4,2,5,4,3,2,1,5,1,2,3,4,5,,,,,,,5,1,2,3,4,5,4,4,2,4,2,1,1,1,1,2,5,1,3,10,2,8,4,6,7,9,4,3,2,1,2,1,2,3,4,5,7,7,7,7,7,5,7,1,5,2,6,7,3,4,5,4,3,2,1,,"poor communities, often people of color, who deal with the environmental harm of AI data centers",5,5,1,2,5,4,3,2,1,1,1,1,1,0,0,1,2,3,4,5,6,3,4,4,4,4,3,4,4,6,2,3,7,1,5,4,3,2,1,5,1,2,,,,,,,,,,,1,,,,,12,,,,,,,1,,,,2,,,,,,10,,,,,,1,,2,,,,,,,,,2,,2,,,,,,,1,,,,,,,,2,2,2,2,4,3,1,2,4,3,2,1,5,2,1,2,1,3,2,4,1,2,1,4,4,3,2,1,5,1,2,1,3,8,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,12,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,29,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,2,2,1,3,4,,,,,21,,6,3,11,5,16,9,7,4,14,8,20,12,2,19,15,13,17,18,10,1,21,1,2,,,,,1,,,,,,,,,,,,,,,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2,1,2,3,1,0,0,0,0,0,0,0,6,3,4,,1,3,2,4,5,1,,1,1,1,2,3,4,5,0,0,1,0,0,0,1,0,0,0,1,4,7,6,8,3,9,10,5,2,1,5,1,2,"The real-life consequences of these nearly $1 trillion in Medicaid cuts – the largest ever proposed by Congress – will result in irreparable harm to our health care system, reducing access to care for all Americans and severely undermining the ability of hospitals and health systems to care for our most vulnerable patients.","If you are able to work and you refuse to do so, you are defrauding the system. You're cheating the system. And no one in the country believes that that's right. So there's a moral component to the SNAP changes in OBBBA.","The law's changes to Medicaid will cause people to lose access to their healthcare or spend more on it, hospitals and nursing homes will close, and will prevent people from receiving at-home care","America's brave ICE officers are putting their own lives on the line to make our communities safer. OBBBA secures historic investments in border security and immigration enforcement, ensuring law enforcement officers have the tools they need to protect American citizens from foreign criminals and terrorists.",40 million low-income individuals and families will lose essential food assistance through drastic cuts to the SNAP program in OBBBA.,"When Americans do their taxes next year, they're going to see that they're saving money, particularly if they are a working family who's in the low to middle income brackets, they're a senior citizen on Social Security, they're a tipped worker — they're going to see savings thanks to OBBBA.","The One Big Beautiful Bill provides ICE with an expanded budget of over $170 billion, raising fears of widespread abuse, as more reports emerge of masked agents detaining individuals at courthouses, workplaces, schools, and places of worship, often without transparency, oversight, or accountability.","America's brave ICE officers are putting their own lives on the line to make our communities safer. OBBBA secures historic investments in border security and immigration enforcement, ensuring law enforcement officers have the tools they need to protect American citizens from foreign criminals and terrorists.",,,1,1,,,1,,1,,,1,
